timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1553844609263,3445,9605,2385,3742,818,579,71980,37742,1,32
1553844610253,1674,15397,17768,11954,3185,1830,6029,15467,1,32
1553844611258,5839,2295,14141,13976,4685,1540,8755,7270,1,32
1553844612272,3422,4911,11240,13695,5416,3957,13420,27247,1,32
1553844613247,2812,19249,17168,15336,4010,3638,9792,15586,1,32
1553844614236,14543,26461,9371,6604,3006,3460,195182,52498,1,32
1553844615253,8498,17127,24322,16403,3570,6054,650618,113038,1,32
1553844616219,17778,11820,9248,15033,3178,4853,21763,16902,1,32
1553844617230,2993,3096,7356,8969,2468,2599,32728,9241,1,32
1553844618240,13358,5146,8330,11910,4689,3950,4025,5705,1,32
1553844619207,8000,12216,10849,11325,1769,3156,2869,22305,1,32
1553844620217,4295,1406,19366,4412,2218,5011,5887,14069,1,32
1553844621208,4435,17828,14584,11983,13498,14604,206783,136086,1,32
1553844622215,121714,337254,61952,54895,24280,34907,827588,445591,1,32
1553844623198,2840,1228,2907,863,1115,1318,75742,30643,1,32
1553844624214,24366,26113,14960,8158,6226,13862,1542933,120478,1,32
1553844625194,27027,22142,25882,47760,5715,7458,678839,118199,1,32
1553844626196,4396,6890,4786,7811,1392,2043,154188,15128,1,32
1553844627164,12490,15373,63103,37324,27877,26174,123701,42097,1,32
1553844628168,77285,145138,34909,34371,30723,20964,2076531,607506,1,32
1553844629184,192678,261895,120174,116329,46779,53894,1516979,1662033,1,32
1553844630146,1108,13667,4851,7679,2913,6031,426859,56278,1,32
1553844631146,3534,2753,6363,9085,3153,5686,157158,10156,1,32
1553844632153,19329,59709,19418,13044,6295,14005,156114,178806,1,32
1553844633135,10871,11872,6618,4258,1710,985,158698,54497,1,32
1553844634142,28530,40817,21443,5080,3945,4701,27887,23583,1,32
1553844635137,15977,5981,16510,13925,2281,8971,835192,135809,1,32
1553844636121,12551,291,5838,4076,816,1248,76335,21884,1,32
1553844637138,34721,47161,18253,6933,1455,3806,119411,110437,1,32
1553844638138,12154,15274,20354,31572,2619,5630,229734,155385,1,32
1553844639126,21637,46451,16205,15314,5073,3676,18685,17672,1,32
1553844640107,23237,25056,45082,15492,10919,10130,71370,31092,1,32
1553844641122,65744,8850,29541,36874,8947,7029,434854,164268,1,32
1553844642094,30764,9713,37319,14330,8515,24320,1109735,285765,1,32
1553844643102,12913,37438,22462,9649,12989,13080,1315640,454148,1,32
1553844644088,271458,43529,90260,58246,116977,67599,1344487,1189030,1,32
1553844645095,13675,8831,5395,6056,4721,2482,150865,44752,1,32
1553844646097,33913,179187,75170,38713,54877,158123,1932986,391703,1,32
1553844647063,626,6622,9261,1278,1734,4058,208532,38776,1,32
1553844648085,2271,12123,20509,9407,3073,4835,285556,56677,1,32
1553844649066,1980,4930,2332,4267,3245,6588,79461,19637,1,32
1553844650046,6241,11188,3289,4990,2387,3268,24650,79261,1,32
1553844651053,33784,10244,30099,26154,20075,24482,1256942,101801,1,32
1553844652053,7725,18731,3046,3059,2586,6789,136446,10182,1,32
1553844653047,6692,1083,4939,4813,1127,1376,56130,17781,1,32
1553844654051,50653,167499,30769,60789,20288,38580,678672,95860,1,32
1553844655046,1351,1275,5225,8431,1725,3610,96766,33432,1,32
1553844656040,17213,94929,20307,23676,7480,19204,1033827,411235,1,32
1553844657035,51320,98289,23910,58052,14196,9599,928616,96651,1,32
1553844658030,5042,9258,22254,5935,10783,15156,111122,69920,1,32
1553844659004,41906,14111,15387,19647,5891,10302,74448,167093,1,32
1553844660009,35171,42716,32095,12684,10663,5521,742567,260625,1,32
1553844661007,17153,80128,26681,37086,10635,17731,721258,87983,1,32
1553844661997,5278,11736,8940,9252,3975,26353,149727,94551,1,32
1553844662990,9161,4671,19034,11494,3270,3181,93590,18263,1,32
1553844664007,5802,1580,8854,2134,4221,13195,88079,5663,1,32
1553844664989,12131,56618,44595,28598,13088,14322,961859,326852,1,32
1553844665979,9460,15945,6607,9128,4688,8648,517190,18615,1,32
1553844666957,10038,11839,9841,8593,4261,4724,274168,21094,1,32
1553844667966,14495,45446,11860,6356,6896,7061,520598,35533,1,32
1553844668972,17397,4637,44816,12236,13123,39155,271920,112084,1,32
1553844669960,85264,75648,58377,119139,73413,212381,1499846,1510587,1,32
1553844670963,100426,64958,64065,41192,49440,74034,2069733,636378,1,32
1553844671947,4761,11939,6215,11372,2039,17970,549024,55765,1,32
1553844672931,6102,5960,6323,6144,3400,1635,223544,68971,1,32
1553844673951,5349,7115,10022,6473,5354,4420,56231,17705,1,32
1553844674943,9854,57359,31878,15697,34919,30605,466343,118892,1,32
1553844675925,17659,122060,77291,53058,19621,47320,780005,272138,1,32
1553844676918,8864,4909,2920,4649,1668,7997,713942,21738,1,32
1553844677944,24014,7659,12390,4391,2240,7523,168116,63838,1,32
1553844678920,6506,14480,7950,3540,3614,5572,117060,18284,1,32
1553844679903,1921,1357,2181,733,1290,884,11412,6173,1,32
1553844680920,1676,2612,8112,5808,2300,3096,179796,8443,1,32
1553844681905,24140,107834,33688,5751,6953,19075,794518,213351,1,32
1553844682921,143378,16558,27390,67700,29863,56759,435174,470127,1,32
1553844683906,2644,4210,2184,1801,903,1773,44058,5434,1,32
1553844684878,20381,5419,35797,30484,22705,15709,305839,49444,1,32
1553844685892,20859,22373,6251,4861,3495,5278,241709,90065,1,32
1553844686858,3028,3417,2468,1581,2169,5390,712946,85967,1,32
1553844687876,10517,2706,5172,9013,6910,15485,791893,5676,1,32
1553844688858,52698,51297,35691,26022,11019,13131,2007419,233426,1,32
1553844689844,55851,7977,25831,26021,14845,25421,811825,43168,1,32
1553844690866,20239,107263,59198,134582,37141,71815,1224569,1048659,1,32
1553844691865,64737,216686,32531,34043,13889,19638,1293642,132620,1,32
1553844692828,8096,7311,43935,21870,19936,11208,1958314,178661,1,32
1553844693838,13327,8444,6563,13518,1481,8593,233458,91925,1,32
1553844694830,2179,4127,3940,3401,3962,7388,223509,26943,1,32
1553844695818,9380,22728,7661,2828,9579,3822,315271,58618,1,32
1553844696817,7795,42881,21305,27025,9929,68114,396079,47418,1,32
1553844697816,36107,11985,24962,32390,12937,13688,151287,43146,1,32
1553844698805,33283,68007,48932,45367,13047,18216,1497758,55248,1,32
1553844699819,1202,916,4625,1273,773,699,124158,3475,1,32
1553844700828,41310,29057,55334,52715,12791,31878,1330968,181236,1,32
1553844701801,6345,27704,21041,20966,14848,17260,19890,28141,1,32
1553844702785,6402,1300,7665,6052,4564,3153,150422,140545,1,32
1553844703807,94238,146162,87880,130768,37400,31430,1094099,371785,1,32
1553844704779,8457,6942,6125,1838,3035,4998,45611,64300,1,32
1553844705795,14722,10448,4767,11494,2623,6249,267440,105028,1,32
1553844706776,2839,5664,3508,2949,3618,4896,86548,46422,1,32
1553844707762,7632,8123,14114,39256,5540,16371,147911,46537,1,32
1553844708775,8093,40529,18750,20545,12534,8439,50162,133439,1,32
1553844709749,2635,6487,3162,7230,2056,5828,144854,54541,1,32
1553844710763,16973,5181,8518,7287,8496,5391,258710,84999,1,32
1553844711747,6278,8123,1965,1342,1186,2403,98284,9135,1,32
1553844712745,571,2679,2581,2795,945,2005,28127,37661,1,32
1553844713748,3539,12826,5682,5584,8410,4313,175680,110126,1,32
1553844714749,11912,15139,6926,7343,4474,8646,158732,43704,1,32
1553844715716,10484,31590,9463,3102,4678,5529,91346,50818,1,32
1553844716717,25779,70074,35407,34252,10888,24179,132955,501828,1,32
1553844717733,28839,56169,32363,31513,14513,27710,873790,251643,1,32
1553844718704,3528,11649,14792,5016,3199,11781,323482,18241,1,32
1553844719717,17312,24007,7831,2740,7585,5031,138709,142447,1,32
1553844720726,7070,27589,23003,25126,10383,27042,10048,114294,1,32
1553844721702,14267,9402,31371,8648,17463,18644,1493582,100704,1,32
1553844722703,761,6870,3498,2094,970,1582,38130,19377,1,32
1553844723693,43764,22314,31797,52432,43736,40887,884621,343275,1,32
1553844724669,2053,703,2684,1913,878,2786,54956,24463,1,32
1553844725689,1756,1800,2495,1058,527,1352,13119,6936,1,32
1553844726655,35645,10356,21871,17362,6311,18732,35064,8634,1,32
1553844727664,1302,692,2413,1635,901,1153,102522,16989,1,32
1553844728657,2701,7367,7603,17007,5022,9524,505473,22794,1,32
1553844729654,26550,8294,13013,21354,12249,12629,1397432,112856,1,32
1553844730666,85482,132864,28798,38587,14602,29266,935585,296073,1,32
1553844731664,18140,10592,23152,11005,4054,5040,19584,23287,1,32
1553844732644,11226,14373,14983,6767,9374,2005,25203,5935,1,32
1553844733637,12512,8754,3693,9000,3943,4744,11042,18265,1,32
1553844734632,3290,17181,8665,7043,997,1997,210598,21191,1,32
1553844735614,1707,18347,4142,13511,793,1162,86916,27639,1,32
1553844736632,26443,41081,30114,28453,19644,61490,557697,177175,1,32
1553844737614,1697,438,754,239,585,1533,47991,10983,1,32
1553844738600,6077,32681,11923,10074,7358,5104,244005,146955,1,32
1553844739601,2948,16729,13989,23434,1714,3365,114492,28360,1,32
1553844740620,10455,4638,3221,10767,1689,1590,106488,9412,1,32
1553844741582,1602,7971,2715,2465,1294,1923,16337,9549,1,32
1553844742589,7656,4877,20363,76190,3376,3741,11454,15357,1,32
1553844743601,22022,18394,8136,27490,1264,5224,9663,15891,1,32
1553844744583,11890,11819,6915,6294,1164,853,201995,32657,1,32
1553844745572,29587,6303,5760,13643,1900,3473,15552,15359,1,32
1553844746569,2262,4251,9186,7347,767,554,44441,8200,1,32
1553844747578,11679,8985,5288,3180,5492,4724,208713,25951,1,32
1553844748573,2725,1121,2964,4495,1670,2348,304147,17706,1,32
1553844749539,31439,169743,32953,21771,10975,15684,2575047,411187,1,32
1553844750541,24854,4377,19466,34509,3539,6474,69825,31497,1,32
1553844751554,189001,175032,64144,72121,45667,68064,49460,24095,1,32
1553844752526,14917,23123,7212,14249,8708,12325,156890,57177,1,32
1553844753542,303044,103432,90283,93055,103414,45130,1690262,403536,1,32
1553844754526,6684,23255,16970,8408,4894,8215,810488,263283,1,32
1553844755510,74969,70915,28117,12422,5539,3334,29625,60296,1,32
1553844756539,161512,133015,55832,76955,54308,79183,978476,344185,1,32
1553844757528,7048,65138,9436,4361,11327,8871,637516,144151,1,32
1553844758500,6753,10962,36548,9303,25394,20542,62878,19444,1,32
1553844759513,10071,24976,8733,2318,2079,1447,34699,48743,1,32
1553844760514,29366,24803,23389,32157,13701,28915,1779269,168197,1,32
1553844761483,4768,5881,26444,28529,18087,7813,10635,13009,1,32
1553844762503,9524,27607,20741,55616,8964,6038,171133,114360,1,32
1553844763505,18164,18654,4818,15812,4309,7319,735479,47101,1,32
1553844764489,2722,4916,1582,2085,583,643,195255,12284,1,32
1553844765474,27666,3837,35823,12136,10438,8430,275273,112541,1,32
1553844766457,3346,12009,13899,23142,9690,11840,5350,13611,1,32
1553844767463,8621,19488,10532,33910,7338,6525,35225,48688,1,32
1553844768470,6836,20873,17395,42883,6187,9137,64049,84377,1,32
1553844769454,7560,5536,13589,12111,12149,9505,10088,37538,1,32
1553844770458,14052,22345,25115,6360,9240,2999,4791,9795,1,32
1553844771458,3509,15180,4661,6466,910,1255,49124,68496,1,32
1553844772439,3211,1570,5231,7571,2646,3443,897864,16210,1,32
1553844773443,32365,74519,24567,64760,10808,14140,659593,238667,1,32
1553844774431,7153,4654,2307,5127,3341,2102,701434,157206,1,32
1553844775407,3973,3486,17663,14248,7332,15079,58521,33846,1,32
1553844776422,7703,4944,7721,3013,2181,7277,461773,14897,1,32
1553844777428,2257,906,6932,4659,1140,1994,46868,27090,1,32
1553844778414,8934,14667,4481,2967,1833,2948,298924,27290,1,32
1553844779415,6901,13941,13566,3742,3454,8699,523586,86173,1,32
1553844780418,5814,5397,6161,6514,1425,1315,223139,53084,1,32
