timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time
1548206795875,8874,7059,7539,3396,1225,1884,22948,34715,1,6,1548206794893.0,0.982,548.226
1548206796876,2001,6909,1780,1857,506,1802,80999,21615,1,6,1548206795875.0,1.001,549.227
1548206797876,5983,2135,4173,6766,1904,3928,525447,28807,1,6,1548206796876.0,1.0,550.227
1548206798850,5848,2242,9507,3599,2535,2220,26084,31181,1,6,1548206797876.0,0.974,551.201
1548206799864,7939,1264,3458,3736,1080,1290,27703,11370,1,6,1548206798850.0,1.014,552.215
1548206800847,1030,4607,4826,6082,1687,1299,8096,5960,1,6,1548206799864.0,0.983,553.198
1548206801840,2746,480,2103,2446,1125,1431,1673,11181,1,6,1548206800847.0,0.993,554.191
1548206802848,14949,3368,6607,14349,2148,2809,5221,9721,1,6,1548206801840.0,1.008,555.199
1548206803816,14198,2075,6355,19977,4105,3502,16745,23975,1,6,1548206802848.0,0.968,556.167
1548206804815,47736,15497,8764,19633,4604,2358,131087,57274,1,6,1548206803816.0,0.999,557.166
1548206805817,23959,29180,5070,13550,6170,11712,724946,146035,1,6,1548206804815.0,1.002,558.168
1548206806800,1250,479,2276,6304,720,619,45513,25500,1,6,1548206805817.0,0.983,559.151
1548206807810,7232,9382,5226,7521,5944,2523,9322,11140,1,6,1548206806800.0,1.01,560.161
1548206808819,4586,5985,5936,2091,2323,1715,20399,7236,1,6,1548206807810.0,1.009,561.17
1548206809802,3127,7247,2550,3995,1447,1994,5063,8846,1,6,1548206808819.0,0.983,562.153
1548206810804,1647,6710,4337,3951,928,1444,2997,7879,1,6,1548206809802.0,1.002,563.155
1548206811805,5591,6560,4106,1617,1083,3310,8753,4225,1,6,1548206810804.0,1.001,564.156
1548206812789,5259,3915,4509,2373,1900,2233,2058,3752,1,6,1548206811805.0,0.984,565.14
1548206813782,7277,4933,3461,4580,1297,2210,2914,13043,1,6,1548206812789.0,0.993,566.133
1548206814778,3351,5144,3824,3359,2314,1322,5757,13138,1,6,1548206813782.0,0.996,567.129
1548206815758,4283,13369,8362,2845,6530,1353,9371,9798,1,6,1548206814778.0,0.98,568.109
1548206816767,10764,2954,4525,2776,2759,1807,14304,5558,1,6,1548206815758.0,1.009,569.118
1548206817775,145534,124528,10766,38414,40360,32889,1280028,422581,1,6,1548206816767.0,1.008,570.126
1548206818741,9352,3450,2515,1755,4051,1770,462710,23311,1,6,1548206817775.0,0.966,571.092
1548206819760,31708,27390,19255,21450,9681,19309,17024,29430,1,6,1548206818741.0,1.019,572.111
1548206820762,12660,17877,10969,10058,4667,4176,1513047,38360,1,6,1548206819760.0,1.002,573.113
1548206821745,9481,7941,1868,2199,1360,2290,35991,50597,1,6,1548206820762.0,0.983,574.096
1548206822730,1930,17562,6643,11091,8964,8970,294781,142981,1,6,1548206821745.0,0.985,575.081
1548206823713,15078,26372,9895,9265,9174,15039,209185,75587,1,6,1548206822730.0,0.983,576.064
1548206824715,3089,7647,6114,2325,1779,2173,117273,20137,1,6,1548206823713.0,1.002,577.066
1548206825737,10054,17587,6529,13204,12409,25213,412101,153570,1,6,1548206824715.0,1.022,578.088
1548206826698,3832,19347,9585,14741,2818,4356,728183,13912,1,6,1548206825737.0,0.961,579.049
1548206827699,34252,162586,24004,27933,12379,13506,702314,206386,1,6,1548206826698.0,1.001,580.05
1548206828721,5290,10306,1408,2260,1217,579,106584,6696,1,6,1548206827699.0,1.022,581.072
1548206829684,19305,105148,41693,41704,35364,39317,1967182,404537,1,6,1548206828721.0,0.963,582.035
1548206830704,10167,23991,6673,10087,6569,9113,55567,48215,1,6,1548206829684.0,1.02,583.055
1548206831684,6777,24096,48578,19797,22578,15950,368197,200146,1,6,1548206830704.0,0.98,584.035
1548206832668,40636,6273,16621,21126,28434,74639,233987,167740,1,6,1548206831684.0,0.984,585.019
1548206833682,14679,2869,8137,12674,6367,11396,149929,164038,1,6,1548206832668.0,1.014,586.033
1548206834690,268893,1019733,280585,320620,108915,70523,1729175,882571,1,6,1548206833682.0,1.008,587.041
1548206835671,85858,115219,52988,18148,19459,21686,543675,203611,1,6,1548206834690.0,0.981,588.022
1548206836682,8999,9514,9063,4237,5822,3932,175033,92012,1,6,1548206835671.0,1.011,589.033
1548206837664,8258,7120,3380,13946,2018,2166,680570,44476,1,6,1548206836682.0,0.982,590.015
1548206838644,1117,9983,1860,3579,1004,3722,41125,38219,1,6,1548206837664.0,0.98,590.995
1548206839644,2412,3143,3675,2297,4331,3499,83833,20521,1,6,1548206838644.0,1.0,591.995
1548206840654,2887,1634,5690,1385,3192,2275,120484,16675,1,6,1548206839644.0,1.01,593.005
1548206841651,26194,3401,13690,9980,8023,7361,160455,7329,1,6,1548206840654.0,0.997,594.002
1548206842645,8465,2630,6697,9427,10592,10873,31433,55513,1,6,1548206841651.0,0.994,594.996
1548206843614,4125,906,5529,9610,3854,3286,7988,9795,1,6,1548206842645.0,0.969,595.965
1548206844612,2943,12202,18365,6997,6714,18768,401114,18607,1,6,1548206843614.0,0.998,596.963
1548206845614,6265,2373,2486,3455,1846,1128,98272,33100,1,6,1548206844612.0,1.002,597.965
1548206846599,11665,29935,14961,16450,14986,9976,462079,52331,1,6,1548206845614.0,0.985,598.95
1548206847599,10917,24543,3440,11918,2333,1959,2460726,76712,1,6,1548206846599.0,1.0,599.95
1548206848615,4459,18205,3908,4741,1011,2793,31658,33540,1,6,1548206847599.0,1.016,600.966
1548206849590,54470,28436,7949,10497,3324,5890,456363,56294,1,6,1548206848615.0,0.975,601.941
1548206850589,1542140,883111,2006851,1888177,75389,185001,202897,568411,1,6,1548206849590.0,0.999,602.94
1548206851601,174914,56962,14802,46105,3762,6907,2003159,68291,1,6,1548206850589.0,1.012,603.952
1548206852573,9883,22361,4878,7664,2562,4356,1430916,151573,1,6,1548206851601.0,0.972,604.924
1548206853587,9794,19231,12010,15038,5453,4070,115838,103159,1,6,1548206852573.0,1.014,605.938
1548206854572,3274,754,2181,5422,1458,1915,15649,6409,1,6,1548206853587.0,0.985,606.923
1548206855572,12077,28000,8561,11337,2337,6809,729098,285794,1,6,1548206854572.0,1.0,607.923
1548206856561,2926,5797,10709,8312,4183,6156,53665,21484,1,6,1548206855572.0,0.989,608.912
1548206857574,44965,24250,32435,26766,12678,31229,330907,252589,1,6,1548206856561.0,1.013,609.925
1548206858540,5984,12629,2052,1963,3620,2007,417426,40003,1,6,1548206857574.0,0.966,610.891
1548206859546,3332,8279,2185,1814,3068,1541,23762,5894,1,6,1548206858540.0,1.006,611.897
1548206860558,15719,45773,7047,22470,3277,4801,304471,211793,1,6,1548206859546.0,1.012,612.909
1548206861534,785,8198,4657,2353,2653,2082,18350,11094,1,6,1548206860558.0,0.976,613.885
1548206862528,4906,2661,10651,11033,3772,8788,931374,127069,1,6,1548206861534.0,0.994,614.879
1548206863529,5807,3064,3722,1902,1822,807,70915,10935,1,6,1548206862528.0,1.001,615.88
1548206864528,8383,34044,9045,9337,6411,4753,79372,20878,1,6,1548206863529.0,0.999,616.879
1548206865516,33080,11862,14335,12369,6460,20478,450967,211312,1,6,1548206864528.0,0.988,617.867
1548206866513,8456,8512,6286,2914,3657,3137,144139,27399,1,6,1548206865516.0,0.997,618.864
1548206867500,8526,33016,7593,15245,9053,9721,57843,14640,1,6,1548206866513.0,0.987,619.851
1548206868517,15031,21843,11087,11799,3170,7371,38852,39490,1,6,1548206867500.0,1.017,620.868
1548206869480,1354,4537,1353,1684,1151,1603,18709,8861,1,6,1548206868517.0,0.963,621.831
1548206870492,15814,8728,13528,2484,3483,5201,14094,13103,1,6,1548206869480.0,1.012,622.843
1548206871484,28662,15775,16569,8356,2788,2605,56437,44674,1,6,1548206870492.0,0.992,623.835
1548206872522,8173,3830,4963,7487,6703,4352,52825,38148,1,6,1548206871484.0,1.038,624.873
1548206873485,5932,9512,9259,11018,5701,3504,9429,10994,1,6,1548206872522.0,0.963,625.836
1548206874490,906,3260,2784,3232,1337,1443,169542,38841,1,6,1548206873485.0,1.005,626.841
1548206875473,938,4881,5776,4406,4217,6966,26475,23392,1,6,1548206874490.0,0.983,627.824
1548206876466,7675,14574,12239,10053,4870,5535,40034,29178,1,6,1548206875473.0,0.993,628.817
1548206877457,3966,726,10080,1988,7688,5671,11319,34763,1,6,1548206876466.0,0.991,629.808
1548206878438,6674,9110,4968,5990,3211,6122,12635,13077,1,6,1548206877457.0,0.981,630.789
1548206879456,27005,13443,19730,10558,15318,8146,762319,124475,1,6,1548206878438.0,1.018,631.807
1548206880443,22398,6663,6320,5618,1026,4754,1183129,109565,1,6,1548206879456.0,0.987,632.794
1548206881440,13541,5635,3071,3596,2909,2608,149403,26240,1,6,1548206880443.0,0.997,633.791
1548206882430,38350,19503,11332,17926,10711,20560,1420031,193742,1,6,1548206881440.0,0.99,634.781
1548206883408,72312,24838,23071,34334,11653,11652,647928,347712,1,6,1548206882430.0,0.978,635.759
1548206884427,9195,10584,2728,2390,4134,889,624604,29501,1,6,1548206883408.0,1.019,636.778
1548206885422,9343,5021,3214,2754,2808,2685,324225,43869,1,6,1548206884427.0,0.995,637.773
1548206886414,32857,1268,4105,10136,7371,2081,324653,135507,1,6,1548206885422.0,0.992,638.765
1548206887395,5568,20252,19860,20456,12008,29819,130800,106318,1,6,1548206886414.0,0.981,639.746
1548206888394,1959,7376,6514,15467,8183,15388,642963,92377,1,6,1548206887395.0,0.999,640.745
1548206889403,9166,21307,44456,10503,22062,39465,329477,126321,1,6,1548206888394.0,1.009,641.754
1548206890397,23292,14668,17167,13538,12584,8540,27723,13643,1,6,1548206889403.0,0.994,642.748
1548206891386,17905,18701,9569,10597,6697,12831,40016,36116,1,6,1548206890397.0,0.989,643.737
1548206892367,10751,6670,15991,8782,6079,20998,86347,119480,1,6,1548206891386.0,0.981,644.718
1548206893388,4798,52871,19195,33574,8512,11573,101588,102096,1,6,1548206892367.0,1.021,645.739
1548206894372,13852,3227,11259,17888,12105,13229,195282,52654,1,6,1548206893388.0,0.984,646.723
1548206895351,20434,26429,33491,15338,21066,18084,1115551,85149,1,6,1548206894372.0,0.979,647.702
1548206896370,37155,30628,17727,14305,25206,28157,189589,49168,1,6,1548206895351.0,1.019,648.721
1548206897374,33732,2695,12565,4611,11631,9144,540679,82114,1,6,1548206896370.0,1.004,649.725
1548206898339,8864,10991,18060,20123,10183,14140,39340,67577,1,6,1548206897374.0,0.965,650.69
1548206899339,30569,6128,7951,27234,10673,20784,149255,60867,1,6,1548206898339.0,1.0,651.69
1548206900355,14339,60933,14030,33198,5964,20205,770544,139369,1,6,1548206899339.0,1.016,652.706
1548206901339,4490,14634,4071,11927,2050,1369,243568,66312,1,6,1548206900355.0,0.984,653.69
1548206902325,2429,2116,1363,1143,2053,1803,250673,22137,1,6,1548206901339.0,0.986,654.676
1548206903312,11946,6570,4884,14229,2959,10444,427602,51066,1,6,1548206902325.0,0.987,655.663
1548206904308,22012,35390,7310,8997,21069,20503,693784,15996,1,6,1548206903312.0,0.996,656.659
1548206905327,9373,7376,5341,5681,3210,2602,134353,26953,1,6,1548206904308.0,1.019,657.678
1548206906301,44597,11504,14991,31861,13000,11812,1383457,75427,1,6,1548206905327.0,0.974,658.652
1548206907299,14614,5353,11771,12985,8372,23573,269092,118342,1,6,1548206906301.0,0.998,659.65
1548206908298,18375,12897,18367,37227,7546,16813,764998,10600,1,6,1548206907299.0,0.999,660.649
1548206909277,12764,18843,7878,7226,4292,5215,109472,38900,1,6,1548206908298.0,0.979,661.628
1548206910281,31820,7948,59395,36628,34395,30741,1728757,350483,1,6,1548206909277.0,1.004,662.632
1548206911286,1642,2649,7678,7331,7564,9141,156735,60593,1,6,1548206910281.0,1.005,663.637
1548206912276,5458,6032,3607,4129,2510,3386,103491,28435,1,6,1548206911286.0,0.99,664.627
1548206913266,58424,492509,36932,110639,32418,43886,1807451,176870,1,6,1548206912276.0,0.99,665.617
1548206914282,1253,1365,805,826,1249,1717,89113,6372,1,6,1548206913266.0,1.016,666.633
1548206915257,25752,7251,11799,9714,16914,18776,174086,177375,1,6,1548206914282.0,0.975,667.608
1548206916252,9747,21125,21360,20107,9451,15238,36749,102535,1,6,1548206915257.0,0.995,668.603
1548206917254,7346,7992,15916,8467,8650,13295,41302,58310,1,6,1548206916252.0,1.002,669.605
1548206918252,17249,22807,20051,12918,6167,12590,87819,63738,1,6,1548206917254.0,0.998,670.603
1548206919241,1597,4001,6077,8205,2555,2520,127880,17598,1,6,1548206918252.0,0.989,671.592
1548206920255,5884,7210,3751,4882,1829,4032,94759,5611,1,6,1548206919241.0,1.014,672.606
1548206921223,8514,17370,14493,5839,23483,25562,68564,33177,1,6,1548206920255.0,0.968,673.574
1548206922246,7592,5265,3936,2250,1800,2608,194859,42592,1,6,1548206921223.0,1.023,674.597
1548206923205,32988,11002,24116,8214,29619,14664,1034210,42897,1,6,1548206922246.0,0.959,675.556
1548206924218,31987,13530,23610,28993,23239,9730,2205490,255694,1,6,1548206923205.0,1.013,676.569
1548206925216,7534,7968,3593,3615,911,1451,115298,18286,1,6,1548206924218.0,0.998,677.567
1548206926191,16477,52612,27574,22814,6131,18849,284688,181791,1,6,1548206925216.0,0.975,678.542
1548206927209,16866,25010,10204,6001,9956,3936,55770,59610,1,6,1548206926191.0,1.018,679.56
1548206928209,2353,1708,1693,4052,2360,4854,98944,14626,1,6,1548206927209.0,1.0,680.56
1548206929184,13955,6578,27608,14498,10908,8166,2751971,109360,1,6,1548206928209.0,0.975,681.535
1548206930184,3886,11029,12915,16559,8160,13903,252349,35772,1,6,1548206929184.0,1.0,682.535
1548206931184,11878,4648,4443,2936,4517,5643,69065,41722,1,6,1548206930184.0,1.0,683.535
1548206932162,5758,36992,28503,29674,15340,10619,101368,362916,1,6,1548206931184.0,0.978,684.513
1548206933176,33969,41554,3573,15774,8388,6552,260281,133280,1,6,1548206932162.0,1.014,685.527
1548206934184,4092,6102,3582,1618,989,4620,90134,31017,1,6,1548206933176.0,1.008,686.535
1548206935151,13960,31730,3150,4660,1947,4733,55357,30063,1,6,1548206934184.0,0.967,687.502
1548206936150,27468,6723,16628,13571,14245,5823,121323,50862,1,6,1548206935151.0,0.999,688.501
1548206937166,9510,10600,12251,33696,10161,21662,229183,102041,1,6,1548206936150.0,1.016,689.517
1548206938135,6834,24372,6215,11873,8329,2236,150923,15667,1,6,1548206937166.0,0.969,690.486
1548206939150,31817,56085,11918,19825,5841,12700,154655,52996,1,6,1548206938135.0,1.015,691.501
1548206940137,2009,3007,1025,4308,911,1536,52734,15730,1,6,1548206939150.0,0.987,692.488
1548206941165,3490,1404,4175,3148,3200,3425,14162,17516,1,6,1548206940137.0,1.028,693.516
1548206942268,13652,28848,7919,5332,14959,9591,133578,88595,1,6,1548206941165.0,1.103,694.619
1548206943104,15110,16031,16767,34470,6253,10188,44394,45157,1,6,1548206942268.0,0.836,695.455
1548206944104,32908,2758,10183,14660,6939,16293,40311,36842,1,6,1548206943104.0,1.0,696.455
1548206945103,7526,15748,7824,4347,3117,2404,63194,77243,1,6,1548206944104.0,0.999,697.454
1548206946090,6605,11752,22209,21736,3403,5184,396511,44657,1,6,1548206945103.0,0.987,698.441
1548206947092,9128,2206,2046,9422,3403,2542,85776,9625,1,6,1548206946090.0,1.002,699.443
1548206948090,90354,244377,99149,137764,63960,63033,32567,582236,1,6,1548206947092.0,0.998,700.441
1548206949095,49097,9295,7562,16163,8467,15484,2239103,73685,1,6,1548206948090.0,1.005,701.446
1548206950078,2139,3555,4464,8960,2350,1063,250607,74897,1,6,1548206949095.0,0.983,702.429
1548206951094,31840,32072,21896,6064,13091,8143,1012894,96958,1,6,1548206950078.0,1.016,703.445
1548206952066,23187,10946,16007,10476,7039,5682,425069,34382,1,6,1548206951094.0,0.972,704.417
1548206953085,9157,112785,30819,44652,12920,19479,553254,344875,1,6,1548206952066.0,1.019,705.436
1548206954080,2683,1409,4052,15649,4082,1926,174855,80836,1,6,1548206953085.0,0.995,706.431
1548206955048,1768,3126,1768,642,685,913,100973,1146,1,6,1548206954080.0,0.968,707.399
1548206956046,7155,5688,1628,2502,1086,1884,350872,38151,1,6,1548206955048.0,0.998,708.397
1548206957068,11116,18828,20154,17894,25165,12770,727380,115607,1,6,1548206956046.0,1.022,709.419
1548206958048,18464,43205,15124,7712,11618,8587,412196,171592,1,6,1548206957068.0,0.98,710.399
1548206959034,35394,5591,25182,7029,26704,32469,1499398,158812,1,6,1548206958048.0,0.986,711.385
1548206960057,9182,11931,10253,9577,2604,3823,204909,42212,1,6,1548206959034.0,1.023,712.408
1548206961031,13720,4019,15420,22076,15868,15722,504014,20087,1,6,1548206960057.0,0.974,713.382
1548206962038,14659,13436,11459,11907,9503,8876,74283,42884,1,6,1548206961031.0,1.007,714.389
1548206963009,16415,5356,18392,21244,9407,9912,12255,37177,1,6,1548206962038.0,0.971,715.36
1548206964006,13310,8512,8286,7640,3432,5464,64328,42825,1,6,1548206963009.0,0.997,716.357
1548206965005,15298,10053,1095,2127,1090,3346,301284,19415,1,6,1548206964006.0,0.999,717.356
1548206966001,11059,2834,4700,6954,2898,4407,34709,9906,1,6,1548206965005.0,0.996,718.352
1548206966990,15899,29808,13397,8260,7470,21757,516526,64166,1,6,1548206966001.0,0.989,719.341
1548206967991,3217,32054,5369,9136,1147,1567,163112,76300,1,6,1548206966990.0,1.001,720.342
1548206968990,5373,158113,17509,37752,12177,13723,539128,268254,1,6,1548206967991.0,0.999,721.341
1548206969975,11257,57439,8630,7848,3875,12418,1719406,42646,1,6,1548206968990.0,0.985,722.326
1548206970978,13273,67870,6488,12995,6441,10850,575804,186662,1,6,1548206969975.0,1.003,723.329
1548206971960,7436,9807,7461,11715,1830,3706,502995,24809,1,6,1548206970978.0,0.982,724.311
1548206972978,40897,10369,16103,50677,16492,33767,116418,78449,1,6,1548206971960.0,1.018,725.329
1548206973962,77069,100035,24493,30080,11541,15571,400505,185290,1,6,1548206972978.0,0.984,726.313
1548206974962,3359,15133,4922,4384,2901,2729,153003,230222,1,6,1548206973962.0,1.0,727.313
1548206975947,14280,23819,24154,16080,10048,19747,250159,57423,1,6,1548206974962.0,0.985,728.298
1548206976953,16097,134757,26728,22382,31112,31331,922993,187770,1,6,1548206975947.0,1.006,729.304
1548206977948,23620,60280,37357,18333,19637,24842,2219520,237967,1,6,1548206976953.0,0.995,730.299
1548206978952,12384,7512,14700,51266,5800,12953,18643,84566,1,6,1548206977948.0,1.004,731.303
1548206979937,50448,147566,80549,158827,16232,40551,2759351,311730,1,6,1548206978952.0,0.985,732.288
1548206980917,8498,17756,2280,15228,1666,3319,348322,19031,1,6,1548206979937.0,0.98,733.268
1548206981934,14046,76019,10214,11410,8702,21204,112079,355660,1,6,1548206980917.0,1.017,734.285
1548206982902,9674,14114,10951,9084,2594,7970,1294079,23985,1,6,1548206981934.0,0.968,735.253
1548206983916,5213,5051,4022,767,7041,6820,88868,55252,1,6,1548206982902.0,1.014,736.267
1548206984924,11737,5463,5241,3395,1793,2150,216144,21388,1,6,1548206983916.0,1.008,737.275
1548206985886,40804,6623,31932,43196,7445,9101,573599,238518,1,6,1548206984924.0,0.962,738.237
1548206986887,13672,19544,22255,9979,17865,8799,74983,97628,1,6,1548206985886.0,1.001,739.238
1548206987946,37726,127234,11496,37301,18096,34007,739577,573691,1,6,1548206986887.0,1.059,740.297
1548206988880,22168,35461,18743,20430,24463,7784,587559,223435,1,6,1548206987946.0,0.934,741.231
1548206989874,42560,72743,17319,16979,8350,23608,946225,180654,1,6,1548206988880.0,0.994,742.225
1548206990880,15655,70578,15656,30978,12771,25816,987573,135034,1,6,1548206989874.0,1.006,743.231
1548206991882,9098,15964,13770,7645,8001,10811,372535,315475,1,6,1548206990880.0,1.002,744.233
1548206992872,61314,181089,12906,30292,16588,4414,1035185,221236,1,6,1548206991882.0,0.99,745.223
1548206993876,9038,8992,5018,3748,2358,1902,140828,59572,1,6,1548206992872.0,1.004,746.227
1548206994844,6187,3086,5854,4427,2469,2305,137697,2445,1,6,1548206993876.0,0.968,747.195
1548206995847,31568,3472,9458,8934,8217,4950,136030,22894,1,6,1548206994844.0,1.003,748.198
1548206996868,3074,5803,4592,2607,4648,5265,68284,44645,1,6,1548206995847.0,1.021,749.219
1548206997849,17161,22011,27502,16794,10940,25370,70793,46933,1,6,1548206996868.0,0.981,750.2
1548206998833,88635,63228,23118,21158,9866,18596,147724,80213,1,6,1548206997849.0,0.984,751.184
1548206999848,7593,6765,4690,3249,1685,3999,152936,11620,1,6,1548206998833.0,1.015,752.199
1548207000832,11426,31044,43886,15574,5984,43129,911286,173064,1,6,1548206999848.0,0.984,753.183
1548207001836,3159,4216,584,767,274,367,674958,11854,1,6,1548207000832.0,1.004,754.187
1548207002816,10838,6528,6142,6451,3946,2797,170819,40240,1,6,1548207001836.0,0.98,755.167
1548207003819,14056,23413,21770,11739,21819,13251,28669,64405,1,6,1548207002816.0,1.003,756.17
1548207004804,2096,10008,5119,2740,9054,7054,66618,22390,1,6,1548207003819.0,0.985,757.155
1548207005786,42548,16434,11092,23053,16433,21076,210733,455325,1,6,1548207004804.0,0.982,758.137
1548207006804,47938,78632,24058,40244,21595,21869,1244848,578894,1,6,1548207005786.0,1.018,759.155
1548207007805,44991,11296,62260,28836,5591,30055,820218,130832,1,6,1548207006804.0,1.001,760.156
1548207008771,18436,14608,27002,18542,5935,7027,1152406,78403,1,6,1548207007805.0,0.966,761.122
1548207009800,6998,5655,5971,7825,2479,5794,355762,39158,1,6,1548207008771.0,1.029,762.151
1548207010790,42528,9331,11046,9770,5032,13658,396430,13475,1,6,1548207009800.0,0.99,763.141
1548207011756,13760,18941,8362,4674,9312,25585,903802,142479,1,6,1548207010790.0,0.966,764.107
1548207012760,16717,26368,19280,22652,9086,6287,254796,129517,1,6,1548207011756.0,1.004,765.111
1548207013774,6207,993,1916,1852,963,765,105307,11042,1,6,1548207012760.0,1.014,766.125
1548207014760,5764,4314,6942,24981,4188,12473,184573,65851,1,6,1548207013774.0,0.986,767.111
1548207015760,5688,20322,20947,54219,15379,8079,487389,209181,1,6,1548207014760.0,1.0,768.111
1548207016752,311,764,1306,336,254,644,86148,9985,1,6,1548207015760.0,0.992,769.103
1548207017733,14353,70876,24514,18404,18143,10576,588780,171589,1,6,1548207016752.0,0.981,770.084
1548207018730,20288,71013,15284,10177,8087,4321,1582166,26013,1,6,1548207017733.0,0.997,771.081
1548207019746,5985,7886,18314,5055,4711,17393,62490,31918,1,6,1548207018730.0,1.016,772.097
1548207020734,10163,879,19107,20155,12979,15664,48579,15388,1,6,1548207019746.0,0.988,773.085
1548207021729,2523,3021,6225,2081,1179,2452,118994,19136,1,6,1548207020734.0,0.995,774.08
1548207022716,51830,90524,16751,70797,23367,21756,1495988,358202,1,6,1548207021729.0,0.987,775.067
1548207023705,9684,12796,5791,5461,2142,5778,279349,16764,1,6,1548207022716.0,0.989,776.056
1548207024717,5557,4991,5112,4534,4200,2239,223067,80244,1,6,1548207023705.0,1.012,777.068
1548207025683,36973,7693,14333,21425,22367,16386,300660,136322,1,6,1548207024717.0,0.966,778.034
1548207026690,8110,18014,17264,19501,8961,16467,81047,7317,1,6,1548207025683.0,1.007,779.041
1548207027687,7807,3688,4377,6752,2339,6620,467153,57735,1,6,1548207026690.0,0.997,780.038
1548207028689,8597,5005,4475,3864,2223,3019,51615,21328,1,6,1548207027687.0,1.002,781.04
1548207029692,24062,23767,17054,53098,8768,10370,465957,18340,1,6,1548207028689.0,1.003,782.043
1548207030673,11800,3805,6027,9406,1225,3584,648646,99694,1,6,1548207029692.0,0.981,783.024
1548207031656,21125,2111,11674,25344,10739,17932,867224,91674,1,6,1548207030673.0,0.983,784.007
1548207032669,59268,89004,27964,49399,10874,16968,659442,346428,1,6,1548207031656.0,1.013,785.02
1548207033653,48329,25568,22895,6863,16120,43204,780869,94980,1,6,1548207032669.0,0.984,786.004
1548207034641,2540,2109,3775,5673,3213,3839,134401,4064,1,6,1548207033653.0,0.988,786.992
1548207035648,6503,4387,5384,2923,2641,5102,28103,17897,1,6,1548207034641.0,1.007,787.999
1548207036660,5007,30035,14360,11724,19980,6252,681678,74473,1,6,1548207035648.0,1.012,789.011
1548207037645,32923,15994,25082,30287,8464,16009,161416,122120,1,6,1548207036660.0,0.985,789.996
1548207038626,4317,4465,2820,5343,1495,2626,856349,13588,1,6,1548207037645.0,0.981,790.977
1548207039644,14408,5015,7824,10040,17582,7644,162057,16461,1,6,1548207038626.0,1.018,791.995
1548207040614,32434,49866,14240,18409,18885,17556,1367633,105396,1,6,1548207039644.0,0.97,792.965
1548207041621,7733,24340,11638,7169,15289,8170,26818,62642,1,6,1548207040614.0,1.007,793.972
1548207042604,4041,15556,10034,6354,6591,15719,43555,4430,1,6,1548207041621.0,0.983,794.955
1548207043614,10251,9145,2733,2347,492,3043,78196,33028,1,6,1548207042604.0,1.01,795.965
1548207044607,5316,12285,6538,5310,4827,4351,28120,22350,1,6,1548207043614.0,0.993,796.958
1548207045582,1357,14671,15193,2821,9567,4626,14223,8305,1,6,1548207044607.0,0.975,797.933
1548207046581,9419,5026,6572,8190,2788,4706,343128,33204,1,6,1548207045582.0,0.999,798.932
1548207047590,4033,2116,1607,5114,1106,2488,37972,46971,1,6,1548207046581.0,1.009,799.941
1548207048567,1165,4605,7288,7544,1661,3848,13941,4747,1,6,1548207047590.0,0.977,800.918
1548207049591,5748,10623,2341,2071,985,2625,132557,7322,1,6,1548207048567.0,1.024,801.942
1548207050568,7436,35803,5337,5959,5011,4213,666510,52260,1,6,1548207049591.0,0.977,802.919
1548207051578,1790,16247,4253,11382,850,3043,4834,15687,1,6,1548207050568.0,1.01,803.929
1548207052555,1566,16567,5884,3424,2946,3209,44871,90886,1,6,1548207051578.0,0.977,804.906
1548207053556,8426,42498,4031,5457,4188,2393,140140,229871,1,6,1548207052555.0,1.001,805.907
1548207054539,1890,11819,7343,3317,2880,3074,8231,10193,1,6,1548207053556.0,0.983,806.89
1548207055541,1823,4858,3703,2220,1894,3908,167889,128783,1,6,1548207054539.0,1.002,807.892
1548207056602,4445,6726,5857,12302,5494,3712,27597,4699,1,6,1548207055541.0,1.061,808.953
1548207057525,20179,28300,8885,18019,4990,2746,30062,51276,1,6,1548207056602.0,0.923,809.876
1548207058528,24104,14001,8407,18282,2759,4669,142469,91622,1,6,1548207057525.0,1.003,810.879
1548207059540,5378,2707,3117,5046,2926,4047,29793,10405,1,6,1548207058528.0,1.012,811.891
1548207060529,5200,5826,4304,1249,1532,2104,7519,9876,1,6,1548207059540.0,0.989,812.88
1548207061512,3619,1649,4692,1308,4510,4605,23115,20491,1,6,1548207060529.0,0.983,813.863
1548207062503,7465,2907,3007,4407,2546,1778,18011,11123,1,6,1548207061512.0,0.991,814.854
1548207063512,16971,9323,7467,4838,2967,3829,55302,1886,1,6,1548207062503.0,1.009,815.863
1548207064512,15058,10997,4353,12575,1268,5246,5497,14746,1,6,1548207063512.0,1.0,816.863
1548207065497,9316,5952,7256,5088,782,2916,5320,10240,1,6,1548207064512.0,0.985,817.848
1548207066499,17872,1914,6231,7002,1868,2292,13416,9409,1,6,1548207065497.0,1.002,818.85
1548207067501,511,3960,3424,2565,1986,3426,10551,4874,1,6,1548207066499.0,1.002,819.852
1548207068482,1635,2819,6244,2390,2126,2209,54361,38320,1,6,1548207067501.0,0.981,820.833
1548207069474,7040,5467,4571,1816,2607,1692,6634,8889,1,6,1548207068482.0,0.992,821.825
1548207070484,1243,1080,2229,3453,2095,2209,5180,19541,1,6,1548207069474.0,1.01,822.835
1548207071464,2006,3830,6338,1914,3350,3502,12107,1994,1,6,1548207070484.0,0.98,823.815
