timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid,new_timestamp,trans_time,new_trans_time
1548206517284,3527,9604,28196,12367,13421,10900,6504,5608,1,6,1548206516308.0,0.976,269.635
1548206518277,375,4599,2357,4535,1687,1816,115086,46648,1,6,1548206517284.0,0.993,270.628
1548206519280,18281,2853,5018,10295,6596,18986,14591,9839,1,6,1548206518277.0,1.003,271.631
1548206520262,1181,14164,3099,1356,1721,2177,151256,17973,1,6,1548206519280.0,0.982,272.613
1548206521269,4084,19938,4526,6390,1367,1874,22264,11757,1,6,1548206520262.0,1.007,273.62
1548206522303,5023,10341,24151,13051,8235,12058,68008,19608,1,6,1548206521269.0,1.034,274.654
1548206523265,6394,657,11990,10679,3446,8882,49915,71962,1,6,1548206522303.0,0.962,275.616
1548206524265,1339,14574,15306,1984,4678,11354,847556,30184,1,6,1548206523265.0,1.0,276.616
1548206525234,19239,45161,13587,8470,3974,8772,85848,106655,1,6,1548206524265.0,0.969,277.585
1548206526254,2135,2190,16790,7345,5791,12392,16451,33395,1,6,1548206525234.0,1.02,278.605
1548206527251,3748,9058,3599,5868,1023,2706,46163,30777,1,6,1548206526254.0,0.997,279.602
1548206528235,11069,26461,13674,10631,16181,6298,879909,189636,1,6,1548206527251.0,0.984,280.586
1548206529235,5770,7288,12491,7358,3710,7429,36292,11857,1,6,1548206528235.0,1.0,281.586
1548206530236,8788,3449,3707,6660,2124,2134,215922,62516,1,6,1548206529235.0,1.001,282.587
1548206531220,5852,4936,5347,2108,1950,1863,74416,14140,1,6,1548206530236.0,0.984,283.571
1548206532213,11863,4240,11011,20621,5248,14163,14024,21348,1,6,1548206531220.0,0.993,284.564
1548206533222,8662,3562,16010,5180,2989,3165,13689,4100,1,6,1548206532213.0,1.009,285.573
1548206534189,7442,4109,12784,6552,3819,5373,4008,7296,1,6,1548206533222.0,0.967,286.54
1548206535209,8394,18036,6866,25434,6826,9182,441857,35521,1,6,1548206534189.0,1.02,287.56
1548206536209,23738,5708,8674,7945,8813,7235,3738,12645,1,6,1548206535209.0,1.0,288.56
1548206537178,1434,5568,9849,6184,2038,2108,103918,22057,1,6,1548206536209.0,0.969,289.529
1548206538200,11157,2937,2680,6711,4263,2859,386371,170323,1,6,1548206537178.0,1.022,290.551
1548206539194,17085,14707,21976,56433,13726,27801,497593,130945,1,6,1548206538200.0,0.994,291.545
1548206540160,661,10334,4397,2597,1788,2535,455277,17001,1,6,1548206539194.0,0.966,292.511
1548206541168,3090,1724,7386,2902,4237,2453,1041759,7598,1,6,1548206540160.0,1.008,293.519
1548206542179,6284,5514,12684,4108,10248,5869,20001,12568,1,6,1548206541168.0,1.011,294.53
1548206543167,11782,14277,11574,5725,10212,6478,545400,15627,1,6,1548206542179.0,0.988,295.518
1548206544167,5571,2927,23416,3186,4225,9687,16378,6348,1,6,1548206543167.0,1.0,296.518
1548206545146,27724,13681,7809,5531,10119,9794,20614,10591,1,6,1548206544167.0,0.979,297.497
1548206546150,7761,14268,18563,9630,4427,7673,1702,3871,1,6,1548206545146.0,1.004,298.501
1548206547134,12876,10858,11970,11825,6878,17866,4863,10586,1,6,1548206546150.0,0.984,299.485
1548206548119,5006,6721,3916,4740,2689,2940,102625,19006,1,6,1548206547134.0,0.985,300.47
1548206549134,2507,6327,1292,2199,471,736,435616,26069,1,6,1548206548119.0,1.015,301.485
1548206550126,12776,12405,10035,8215,3763,6458,10392,106989,1,6,1548206549134.0,0.992,302.477
1548206551158,3407,19505,6167,4732,5589,8860,568574,31455,1,6,1548206550126.0,1.032,303.509
1548206552114,3182,7850,4777,6033,3120,2798,7578,12347,1,6,1548206551158.0,0.956,304.465
1548206553123,4618,15914,1053,4168,973,2933,28854,74920,1,6,1548206552114.0,1.009,305.474
1548206554088,14603,44849,23337,12599,16768,6178,1706356,157394,1,6,1548206553123.0,0.965,306.439
1548206555112,9945,2462,10494,4813,8322,10362,71274,17419,1,6,1548206554088.0,1.024,307.463
1548206556100,8641,8997,5315,676,2180,2025,23051,2890,1,6,1548206555112.0,0.988,308.451
1548206557081,5391,1820,3470,3694,1364,2757,3708,6957,1,6,1548206556100.0,0.981,309.432
1548206558077,1118,4284,5124,4099,1626,2309,9490,9360,1,6,1548206557081.0,0.996,310.428
1548206559077,4818,6018,3575,2970,1910,3291,11130,4146,1,6,1548206558077.0,1.0,311.428
1548206560059,5889,13025,2674,3895,1883,2017,3360,7791,1,6,1548206559077.0,0.982,312.41
1548206561080,4912,20007,5728,4029,1653,2811,3801,13510,1,6,1548206560059.0,1.021,313.431
1548206562081,3961,2715,2535,1717,1209,1332,11869,9816,1,6,1548206561080.0,1.001,314.432
1548206563063,3603,3518,5525,5138,1803,2952,2946,9546,1,6,1548206562081.0,0.982,315.414
1548206564047,5826,1573,3001,4169,2400,1834,95864,52610,1,6,1548206563063.0,0.984,316.398
1548206565036,2051,2738,4620,1329,9740,9265,42739,3787,1,6,1548206564047.0,0.989,317.387
1548206566048,4650,1708,10021,3104,1503,3040,2726,10220,1,6,1548206565036.0,1.012,318.399
1548206567032,8752,4501,5238,2996,2375,2246,3215,13116,1,6,1548206566048.0,0.984,319.383
1548206568017,10030,8358,2789,5090,2984,2856,9325,6427,1,6,1548206567032.0,0.985,320.368
1548206569033,8370,2516,2711,1918,1755,1303,12376,5413,1,6,1548206568017.0,1.016,321.384
1548206570033,3839,4100,5399,5428,1131,2958,8080,12427,1,6,1548206569033.0,1.0,322.384
1548206571006,824,11119,3022,2588,2389,914,10650,11664,1,6,1548206570033.0,0.973,323.357
1548206572003,3070,9210,5546,2026,2248,3035,3999,6500,1,6,1548206571006.0,0.997,324.354
1548206573002,8663,5841,6406,5602,3463,1476,1898,4455,1,6,1548206572003.0,0.999,325.353
1548206573989,7050,4740,3608,3313,5508,3214,11282,11646,1,6,1548206573002.0,0.987,326.34
1548206575004,5623,2677,1674,4369,828,1554,197694,36986,1,6,1548206573989.0,1.015,327.355
1548206575998,4518,8894,5287,5624,9077,5730,93167,47612,1,6,1548206575004.0,0.994,328.349
1548206576989,2428,1382,1829,1176,1761,2108,6542,14801,1,6,1548206575998.0,0.991,329.34
1548206577991,6876,7099,3825,3221,2701,3309,3430,10873,1,6,1548206576989.0,1.002,330.342
1548206578995,3769,5040,6807,2073,2565,1652,12372,5375,1,6,1548206577991.0,1.004,331.346
1548206579974,7338,13383,2442,3007,1916,2330,2957,5423,1,6,1548206578995.0,0.979,332.325
1548206580968,6892,6947,2405,3436,1209,991,2962,7691,1,6,1548206579974.0,0.994,333.319
1548206581977,4095,12041,9207,2103,5294,2400,1233,3168,1,6,1548206580968.0,1.009,334.328
1548206582962,6463,3801,2596,4227,1860,4217,3189,4553,1,6,1548206581977.0,0.985,335.313
1548206583963,2435,5222,3047,3614,1160,1083,81620,30280,1,6,1548206582962.0,1.001,336.314
1548206584953,3556,2519,1333,848,2112,1041,145974,8876,1,6,1548206583963.0,0.99,337.304
1548206585938,9295,7254,10065,2621,3052,4206,5637,5684,1,6,1548206584953.0,0.985,338.289
1548206586931,8702,11661,6700,3654,4481,2873,19380,26533,1,6,1548206585938.0,0.993,339.282
1548206587914,4635,12071,3247,2089,4165,3823,4921,2572,1,6,1548206586931.0,0.983,340.265
1548206588932,22992,5253,5040,4843,1832,2088,4328,16687,1,6,1548206587914.0,1.018,341.283
1548206589918,15297,36804,6964,11086,2594,2141,112113,171798,1,6,1548206588932.0,0.986,342.269
1548206590900,6162,3481,6607,3545,4621,5722,24424,19214,1,6,1548206589918.0,0.982,343.251
1548206591914,6700,6428,6282,2687,1714,1286,20862,20063,1,6,1548206590900.0,1.014,344.265
1548206592920,15880,6695,5782,8240,3625,3035,4652,51352,1,6,1548206591914.0,1.006,345.271
1548206593888,6085,5601,5997,4834,5655,3210,23820,6277,1,6,1548206592920.0,0.968,346.239
1548206594885,4262,9107,8511,2745,2788,4018,6400,5899,1,6,1548206593888.0,0.997,347.236
1548206595891,3431,15158,4371,3878,918,1637,9380,2985,1,6,1548206594885.0,1.006,348.242
1548206596872,4105,10338,5512,3240,1070,1645,1648,11861,1,6,1548206595891.0,0.981,349.223
1548206597893,3319,2195,3048,5977,1622,3310,5975,13142,1,6,1548206596872.0,1.021,350.244
1548206598872,7857,5061,2410,5900,3825,2135,11176,16752,1,6,1548206597893.0,0.979,351.223
1548206599882,4858,1034,1747,1756,2003,1366,6389,17033,1,6,1548206598872.0,1.01,352.233
1548206600867,2881,2755,12251,5433,1852,1160,3405,1049,1,6,1548206599882.0,0.985,353.218
1548206601883,8010,5825,4885,3345,1759,1302,7144,7860,1,6,1548206600867.0,1.016,354.234
1548206602860,1777,1828,3218,512,1286,2386,12515,614,1,6,1548206601883.0,0.977,355.211
1548206603858,6804,1330,2826,3444,1540,1552,1317,3933,1,6,1548206602860.0,0.998,356.209
1548206604828,3483,3752,3546,5257,1434,3480,2966,33331,1,6,1548206603858.0,0.97,357.179
1548206605829,21465,1438,6791,4884,1558,5194,4046,3364,1,6,1548206604828.0,1.001,358.18
1548206606846,7641,14895,3735,4094,2099,3190,7952,11357,1,6,1548206605829.0,1.017,359.197
1548206607813,8898,3469,7071,2815,1795,1185,9910,7298,1,6,1548206606846.0,0.967,360.164
1548206608839,7599,4956,5087,7063,2167,3086,12642,21151,1,6,1548206607813.0,1.026,361.19
1548206609833,2970,3697,2198,2938,1406,2602,10170,15004,1,6,1548206608839.0,0.994,362.184
1548206610814,3204,8053,3829,2063,1279,1810,5568,10774,1,6,1548206609833.0,0.981,363.165
1548206611801,11701,8096,5677,3512,2215,1512,15267,7306,1,6,1548206610814.0,0.987,364.152
1548206612812,9460,972,5223,13061,1269,2052,8378,16981,1,6,1548206611801.0,1.011,365.163
1548206613784,6387,1395,3300,1716,881,2128,106350,16580,1,6,1548206612812.0,0.972,366.135
1548206614803,9731,27566,1419,3265,453,933,188913,149015,1,6,1548206613784.0,1.019,367.154
1548206615807,8965,34057,14175,3825,6121,6642,549421,155562,1,6,1548206614803.0,1.004,368.158
1548206616790,6573,4605,5811,3610,2010,2658,32922,34686,1,6,1548206615807.0,0.983,369.141
1548206617771,3594,4004,2007,2005,940,1086,219629,26908,1,6,1548206616790.0,0.981,370.122
1548206618789,3878,9698,9700,4993,4710,4149,52465,19710,1,6,1548206617771.0,1.018,371.14
1548206619794,3970,10987,6632,3126,3309,2303,10470,5155,1,6,1548206618789.0,1.005,372.145
1548206620758,7260,10492,2650,3254,1373,2107,1947,13273,1,6,1548206619794.0,0.964,373.109
1548206621774,6570,3015,3434,4274,2042,2332,2141,6204,1,6,1548206620758.0,1.016,374.125
1548206622742,4530,8226,5211,3370,1615,1430,1237,2933,1,6,1548206621774.0,0.968,375.093
1548206623762,3343,1353,3042,4403,1343,3122,13552,16889,1,6,1548206622742.0,1.02,376.113
1548206624733,3026,9307,2864,492,980,1862,16517,7165,1,6,1548206623762.0,0.971,377.084
1548206625727,5323,3590,3654,2729,2675,1340,9746,8640,1,6,1548206624733.0,0.994,378.078
1548206626729,987,9125,7043,5025,2886,2505,7470,7303,1,6,1548206625727.0,1.002,379.08
1548206627712,9581,4121,4670,3815,1341,3226,8696,7970,1,6,1548206626729.0,0.983,380.063
1548206628731,2191,4041,6989,2127,1543,1358,6153,8148,1,6,1548206627712.0,1.019,381.082
1548206629736,2378,4884,4895,9168,3344,7298,9699,10006,1,6,1548206628731.0,1.005,382.087
1548206630698,8956,15985,8448,7081,3630,2877,12351,8789,1,6,1548206629736.0,0.962,383.049
1548206631709,10034,5112,13004,12795,14981,11462,59470,28481,1,6,1548206630698.0,1.011,384.06
1548206632717,2031,2354,357,664,1224,733,67095,12011,1,6,1548206631709.0,1.008,385.068
1548206633693,6565,20256,6454,5909,3153,4180,1873,6134,1,6,1548206632717.0,0.976,386.044
1548206634688,608,1937,3166,2205,1824,1073,75005,15071,1,6,1548206633693.0,0.995,387.039
1548206635701,587,2524,1192,1487,191,324,132553,22055,1,6,1548206634688.0,1.013,388.052
1548206636686,5601,9991,5563,6637,737,3103,87847,28321,1,6,1548206635701.0,0.985,389.037
1548206637678,1781,5809,4972,9728,2347,1900,7044,8286,1,6,1548206636686.0,0.992,390.029
1548206638677,332,376,1076,4732,526,810,91793,15828,1,6,1548206637678.0,0.999,391.028
1548206639657,7961,45815,15377,19773,12954,5478,32722,68080,1,6,1548206638677.0,0.98,392.008
1548206640674,8252,16002,5869,7671,4290,5101,54776,112307,1,6,1548206639657.0,1.017,393.025
1548206641656,5396,5070,5784,15283,3278,2887,24182,4758,1,6,1548206640674.0,0.982,394.007
1548206642653,12802,444,7414,3634,3094,5597,85293,64250,1,6,1548206641656.0,0.997,395.004
1548206643645,8454,35039,6870,16601,929,1883,363908,34954,1,6,1548206642653.0,0.992,395.996
1548206644646,1119,13723,8669,2558,1228,2553,5788,14573,1,6,1548206643645.0,1.001,396.997
1548206645626,15416,8368,5225,5081,1688,3010,92424,41548,1,6,1548206644646.0,0.98,397.977
1548206646645,1359,1799,1157,444,285,675,16487,3226,1,6,1548206645626.0,1.019,398.996
1548206647610,5468,5197,3510,7213,1181,2304,3987,4365,1,6,1548206646645.0,0.965,399.961
1548206648613,3637,3767,2646,1958,3080,3558,4657,2319,1,6,1548206647610.0,1.003,400.964
1548206649613,1032,3026,2447,2464,1041,3853,3074,12134,1,6,1548206648613.0,1.0,401.964
1548206650615,4732,2738,4033,1344,670,1587,3960,13242,1,6,1548206649613.0,1.002,402.966
1548206651616,7801,8934,5940,681,3229,1381,14517,7463,1,6,1548206650615.0,1.001,403.967
1548206652617,14261,16417,2942,7028,1456,2455,39300,12017,1,6,1548206651616.0,1.001,404.968
1548206653582,6463,14736,4502,2086,2010,3142,50821,32678,1,6,1548206652617.0,0.965,405.933
1548206654602,5130,6688,4696,1727,1317,2826,7680,7395,1,6,1548206653582.0,1.02,406.953
1548206655608,8388,5162,4889,2291,1672,1232,12526,3910,1,6,1548206654602.0,1.006,407.959
1548206656568,3301,564,3134,5323,2889,2952,10380,2600,1,6,1548206655608.0,0.96,408.919
1548206657580,11547,20232,3856,2787,1400,2894,8052,5028,1,6,1548206656568.0,1.012,409.931
1548206658591,1308,8880,1715,828,816,554,85656,105078,1,6,1548206657580.0,1.011,410.942
1548206659553,4469,5389,1638,3527,1874,1600,13966,6146,1,6,1548206658591.0,0.962,411.904
1548206660572,5248,269,5380,3958,3203,1453,3940,2300,1,6,1548206659553.0,1.019,412.923
1548206661555,1751,6692,5884,1754,2594,1871,10502,3468,1,6,1548206660572.0,0.983,413.906
1548206662555,2188,4834,2469,1607,2916,2491,4085,5370,1,6,1548206661555.0,1.0,414.906
1548206663558,6544,964,4673,4544,1572,1213,7720,5971,1,6,1548206662555.0,1.003,415.909
1548206664527,4920,7196,4082,4930,1439,1334,15914,23005,1,6,1548206663558.0,0.969,416.878
1548206665541,6417,15547,3373,5862,2612,1395,6008,5146,1,6,1548206664527.0,1.014,417.892
1548206666605,5098,6888,2963,3111,1251,1736,2221,10253,1,6,1548206665541.0,1.064,418.956
1548206667512,9905,4288,3159,2898,2016,1099,5429,5210,1,6,1548206666605.0,0.907,419.863
1548206668511,8681,1189,8447,8415,2906,3177,7466,21138,1,6,1548206667512.0,0.999,420.862
1548206669531,9128,19079,9667,5108,1480,3921,1158,21084,1,6,1548206668511.0,1.02,421.882
1548206670518,6027,10922,4101,8885,1983,2908,9949,14262,1,6,1548206669531.0,0.987,422.869
1548206671497,8603,14165,6054,7248,5992,5625,37340,21923,1,6,1548206670518.0,0.979,423.848
1548206672503,2216,14636,4362,10013,3362,3896,1081701,23323,1,6,1548206671497.0,1.006,424.854
1548206673483,6164,16085,5117,7483,1698,3668,20392,9956,1,6,1548206672503.0,0.98,425.834
1548206674506,6053,6447,2860,3783,1594,5061,4833,2399,1,6,1548206673483.0,1.023,426.857
1548206675503,4096,4285,5567,5021,1264,1749,11962,13209,1,6,1548206674506.0,0.997,427.854
1548206676465,5808,2667,2442,4968,3128,1279,14660,6819,1,6,1548206675503.0,0.962,428.816
1548206677484,5235,9190,5480,3880,2094,573,1903,7090,1,6,1548206676465.0,1.019,429.835
1548206678491,2270,7329,5852,5739,1585,1149,6135,6800,1,6,1548206677484.0,1.007,430.842
1548206679469,4119,8664,2452,3398,1867,1468,2890,7484,1,6,1548206678491.0,0.978,431.82
1548206680470,11435,14433,2835,3609,1461,1398,14518,19762,1,6,1548206679469.0,1.001,432.821
1548206681471,9984,2539,2671,2988,1514,1739,5420,18644,1,6,1548206680470.0,1.001,433.822
1548206682445,6299,13073,4247,2593,2970,4384,21675,17239,1,6,1548206681471.0,0.974,434.796
1548206683450,7199,3207,5875,3363,2313,2252,5858,9759,1,6,1548206682445.0,1.005,435.801
1548206684448,1744,8433,2083,6048,1047,1242,3921,2304,1,6,1548206683450.0,0.998,436.799
1548206685440,3589,14402,6658,5101,1224,2282,1866,4405,1,6,1548206684448.0,0.992,437.791
1548206686442,2020,4629,3050,3748,792,2645,12026,5537,1,6,1548206685440.0,1.002,438.793
1548206687420,9924,2830,4157,1096,1281,1553,6610,5345,1,6,1548206686442.0,0.978,439.771
1548206688446,6041,10697,3223,2477,1525,1592,5072,3559,1,6,1548206687420.0,1.026,440.797
1548206689420,5663,16757,4599,5657,1898,1042,6314,21699,1,6,1548206688446.0,0.974,441.771
1548206690393,5356,29036,6255,3074,4227,2961,823490,38995,1,6,1548206689420.0,0.973,442.744
1548206691401,2382,970,677,1719,396,542,11439,2146,1,6,1548206690393.0,1.008,443.752
1548206692397,6684,10366,3910,4386,1933,2524,34726,21900,1,6,1548206691401.0,0.996,444.748
1548206693382,5356,4397,5571,3145,4295,2408,9741,3865,1,6,1548206692397.0,0.985,445.733
1548206694379,4043,11828,4326,5271,1997,2817,6628,3458,1,6,1548206693382.0,0.997,446.73
1548206695398,5728,4037,6281,3766,2079,1727,12334,8698,1,6,1548206694379.0,1.019,447.749
1548206696379,10390,3400,3577,4318,1755,3252,9620,8320,1,6,1548206695398.0,0.981,448.73
1548206697370,6917,6888,7635,11091,2558,6823,4798,30065,1,6,1548206696379.0,0.991,449.721
1548206698368,13998,3662,20741,38400,8065,14937,30989,39451,1,6,1548206697370.0,0.998,450.719
1548206699350,7653,12768,3450,3615,2092,2628,11479,11824,1,6,1548206698368.0,0.982,451.701
1548206700371,3136,8992,6159,3898,3122,2715,9971,6664,1,6,1548206699350.0,1.021,452.722
1548206701371,5978,16782,4515,7762,1486,2288,8306,4301,1,6,1548206700371.0,1.0,453.722
1548206702341,21523,23419,7243,5892,2765,3249,35153,33882,1,6,1548206701371.0,0.97,454.692
1548206703341,7163,23948,6124,7849,1391,4689,78360,111794,1,6,1548206702341.0,1.0,455.692
1548206704337,23556,15001,4204,8523,3095,1974,117577,60561,1,6,1548206703341.0,0.996,456.688
1548206705347,16308,5548,6253,12125,2199,1242,52487,72985,1,6,1548206704337.0,1.01,457.698
1548206706330,8966,20368,22955,7401,3993,5027,931249,265252,1,6,1548206705347.0,0.983,458.681
1548206707312,22880,15988,5798,10469,1116,2119,8900,15705,1,6,1548206706330.0,0.982,459.663
1548206708313,969,13720,5356,13072,1508,7251,24638,14549,1,6,1548206707312.0,1.001,460.664
1548206709326,15758,8358,7645,15729,4427,5300,69859,103184,1,6,1548206708313.0,1.013,461.677
1548206710293,1849,4779,676,1898,766,1259,369804,6650,1,6,1548206709326.0,0.967,462.644
1548206711309,13792,8102,7069,12269,16120,4995,33342,20906,1,6,1548206710293.0,1.016,463.66
1548206712312,11198,40033,23055,32209,7202,9105,35695,40539,1,6,1548206711309.0,1.003,464.663
1548206713277,28270,37652,12349,4041,12017,13430,46378,64281,1,6,1548206712312.0,0.965,465.628
1548206714297,4364,14983,5895,2306,1672,2139,57783,59785,1,6,1548206713277.0,1.02,466.648
1548206715279,21755,41604,8327,13392,6460,1806,172059,60063,1,6,1548206714297.0,0.982,467.63
1548206716264,35249,36159,12709,21516,10936,7903,2236806,243941,1,6,1548206715279.0,0.985,468.615
1548206717284,31275,91958,10311,27465,3269,2541,1068040,65914,1,6,1548206716264.0,1.02,469.635
1548206718282,35306,56555,35985,14253,2728,17821,125568,110595,1,6,1548206717284.0,0.998,470.633
1548206719248,8160,6069,8326,12709,6112,7478,1153228,85405,1,6,1548206718282.0,0.966,471.599
1548206720271,33377,62801,16370,36095,3791,4629,854804,105891,1,6,1548206719248.0,1.023,472.622
1548206721267,64747,105814,21771,27047,2652,6890,991746,268585,1,6,1548206720271.0,0.996,473.618
1548206722236,42747,11662,9404,15369,7123,7493,829626,48222,1,6,1548206721267.0,0.969,474.587
1548206723257,4558,1658,1383,2958,834,1769,64673,92876,1,6,1548206722236.0,1.021,475.608
1548206724236,12129,25089,6896,4253,1247,1999,204944,31609,1,6,1548206723257.0,0.979,476.587
1548206725242,21864,31470,5633,10238,3339,3040,517858,101342,1,6,1548206724236.0,1.006,477.593
1548206726240,10918,24027,6660,9762,3891,2957,245887,66253,1,6,1548206725242.0,0.998,478.591
1548206727206,22225,42633,5706,9278,2839,5086,422406,114206,1,6,1548206726240.0,0.966,479.557
1548206728225,23876,6363,12253,17242,3788,2232,100394,219842,1,6,1548206727206.0,1.019,480.576
1548206729224,1494,6253,5964,3225,1431,1414,141716,19498,1,6,1548206728225.0,0.999,481.575
1548206730211,22036,4337,8155,9075,2750,3287,392245,34553,1,6,1548206729224.0,0.987,482.562
1548206731194,29136,8177,1880,5049,1536,2676,147183,57095,1,6,1548206730211.0,0.983,483.545
1548206732215,2198,3860,2438,3334,2800,1736,37963,34945,1,6,1548206731194.0,1.021,484.566
1548206733176,11843,28999,6542,11742,2268,8386,406887,188454,1,6,1548206732215.0,0.961,485.527
1548206734178,8594,8967,4124,8813,3413,6302,17993,16438,1,6,1548206733176.0,1.002,486.529
1548206735245,5026,3901,7361,12047,5138,5237,12939,13952,1,6,1548206734178.0,1.067,487.596
1548206736164,4585,3954,2129,2401,2275,1977,42197,6910,1,6,1548206735245.0,0.919,488.515
1548206737180,12925,3307,15674,4969,18581,9448,76717,6568,1,6,1548206736164.0,1.016,489.531
1548206738189,1274,422,2221,1567,651,775,239585,16496,1,6,1548206737180.0,1.009,490.54
1548206739153,4431,3401,5468,2851,1546,1430,50263,11291,1,6,1548206738189.0,0.964,491.504
1548206740159,4362,12738,6907,8657,1442,3309,57773,24654,1,6,1548206739153.0,1.006,492.51
1548206741175,11694,3457,4177,5121,1263,3640,12970,11713,1,6,1548206740159.0,1.016,493.526
1548206742143,6481,11236,2820,5356,1835,1377,16481,3133,1,6,1548206741175.0,0.968,494.494
1548206743154,12661,22628,5044,2059,2449,1374,27639,8150,1,6,1548206742143.0,1.011,495.505
1548206744118,840,1478,1039,5145,642,717,61986,39474,1,6,1548206743154.0,0.964,496.469
1548206745123,4434,4125,1009,879,164,399,194294,21985,1,6,1548206744118.0,1.005,497.474
1548206746121,17726,17780,14112,5104,5612,9794,511908,38570,1,6,1548206745123.0,0.998,498.472
1548206747114,9889,3016,4799,1643,2999,4643,694606,34154,1,6,1548206746121.0,0.993,499.465
1548206748128,33044,23572,14653,13026,6323,6468,98018,165820,1,6,1548206747114.0,1.014,500.479
1548206749123,24513,17249,6246,6508,3729,4706,451306,68910,1,6,1548206748128.0,0.995,501.474
1548206750090,10115,400,3987,2373,3073,3637,17153,4327,1,6,1548206749123.0,0.967,502.441
1548206751098,2326,7000,2580,945,646,937,23106,58583,1,6,1548206750090.0,1.008,503.449
1548206752109,13803,8929,5582,8189,3252,4564,99177,34112,1,6,1548206751098.0,1.011,504.46
1548206753075,2352,6097,7229,12182,3787,4721,90458,32062,1,6,1548206752109.0,0.966,505.426
1548206754088,3231,892,2965,4352,2899,3605,13006,21156,1,6,1548206753075.0,1.013,506.439
1548206755078,1153,1618,3403,3528,2257,1891,9300,23474,1,6,1548206754088.0,0.99,507.429
1548206756078,6965,20850,8667,12750,6435,5207,69740,65374,1,6,1548206755078.0,1.0,508.429
1548206757103,5388,2396,2850,7236,1859,2484,19308,3778,1,6,1548206756078.0,1.025,509.454
1548206758081,17010,15831,18066,19860,8689,7158,241613,52339,1,6,1548206757103.0,0.978,510.432
1548206759068,31456,39973,5478,7702,5640,4150,716116,221744,1,6,1548206758081.0,0.987,511.419
1548206760063,7103,3401,7698,2656,4259,8734,115075,30541,1,6,1548206759068.0,0.995,512.414
1548206761053,5373,22187,5901,9017,3282,5269,110957,25580,1,6,1548206760063.0,0.99,513.404
1548206762031,1259,1724,1781,3372,1024,1427,76010,25737,1,6,1548206761053.0,0.978,514.382
1548206763045,10224,6052,2990,3173,2766,7352,7004,7155,1,6,1548206762031.0,1.014,515.396
1548206764034,2798,3832,7084,1889,4760,2152,9697,5542,1,6,1548206763045.0,0.989,516.385
1548206765036,5346,25600,8451,3839,4772,18367,583188,20912,1,6,1548206764034.0,1.002,517.387
1548206766021,8821,34545,12711,34642,13674,4808,149641,92832,1,6,1548206765036.0,0.985,518.372
1548206767002,10450,11429,7793,3776,8352,4770,864798,107357,1,6,1548206766021.0,0.981,519.353
1548206768020,10772,26705,22334,7732,5288,2853,68370,43453,1,6,1548206767002.0,1.018,520.371
1548206769022,1875,2479,1236,980,1478,1210,105421,37793,1,6,1548206768020.0,1.002,521.373
1548206770010,4261,3889,6924,4510,4014,6894,22475,19321,1,6,1548206769022.0,0.988,522.361
1548206770998,1686,1230,4146,5133,4383,2434,12123,25383,1,6,1548206770010.0,0.988,523.349
1548206772011,1116,2302,2102,2816,509,432,156759,30027,1,6,1548206770998.0,1.013,524.362
1548206772991,1692,16747,13343,11898,15595,1454,123713,58835,1,6,1548206772011.0,0.98,525.342
1548206773989,7501,1729,1798,1617,746,1181,23403,6381,1,6,1548206772991.0,0.998,526.34
1548206774976,1160,1456,2808,584,545,413,59356,5752,1,6,1548206773989.0,0.987,527.327
1548206775960,3030,7635,4763,9994,8038,3460,22118,54008,1,6,1548206774976.0,0.984,528.311
1548206776979,3503,3720,2721,3660,3452,5347,39767,15622,1,6,1548206775960.0,1.019,529.33
1548206777983,14493,20708,3839,2475,5442,4366,42653,30417,1,6,1548206776979.0,1.004,530.334
1548206778969,12312,4334,14176,11500,2399,2492,11113,9297,1,6,1548206777983.0,0.986,531.32
1548206779965,25627,19106,4059,8373,1501,3409,15565,38463,1,6,1548206778969.0,0.996,532.316
1548206780964,4399,8999,2585,3368,2537,882,9259,11519,1,6,1548206779965.0,0.999,533.315
1548206781949,6892,2536,7323,5496,4586,2209,5865,9859,1,6,1548206780964.0,0.985,534.3
1548206782947,11907,13436,7521,3711,1334,1946,3523,5068,1,6,1548206781949.0,0.998,535.298
1548206783915,8735,15938,3295,6234,2249,2843,82194,91112,1,6,1548206782947.0,0.968,536.266
1548206784917,1987,6857,2418,3981,2078,682,33569,12665,1,6,1548206783915.0,1.002,537.268
1548206785935,2137,5119,3790,5770,2731,3796,6428,3949,1,6,1548206784917.0,1.018,538.286
1548206786918,9963,13749,5278,9211,4799,4818,5672,12596,1,6,1548206785935.0,0.983,539.269
1548206787903,3015,3666,6380,3470,3956,3796,509578,14915,1,6,1548206786918.0,0.985,540.254
1548206788919,4130,3346,3020,11760,1638,1671,2979,8198,1,6,1548206787903.0,1.016,541.27
1548206789890,10099,12945,4854,2845,1110,3357,10783,16804,1,6,1548206788919.0,0.971,542.241
1548206790887,6206,10980,1974,3333,2000,1218,3871,7358,1,6,1548206789890.0,0.997,543.238
1548206791905,6420,11967,3562,7011,1441,1812,50914,27407,1,6,1548206790887.0,1.018,544.256
1548206792891,5191,7036,5099,2625,1631,3899,22790,14184,1,6,1548206791905.0,0.986,545.242
1548206793890,1780,12723,1930,3530,2630,2392,5000,4423,1,6,1548206792891.0,0.999,546.241
1548206794893,7070,5608,3660,2673,1405,1422,4048,4606,1,6,1548206793890.0,1.003,547.244
